Date,Date,Organic_Traffic,Unique_Visits,First_Time_Visits,Returning_Visits,Impressions,CTR,Avg_Position,Bounce_Rate,Day_of_Week,Is_Weekend,Month,Traffic_Lag7,Traffic_Lag14,Rolling_Mean_7,Rolling_Std_7,Algorithm_Flag
2016-02-12,2016-02-12,3764,2807,2300,507,2872,0.0169,12.9,0.3308,4,0,2,3948.0,3831.0,4297.571428571428,1230.3423449244856,0
2016-02-13,2016-02-13,2458,1788,1459,329,1872,0.0539,9.1,0.4334,5,1,2,2383.0,2295.0,4271.285714285715,1240.97511582434,0
2016-02-14,2016-02-14,3098,2277,1866,411,2277,0.0347,12.0,0.3756,6,1,2,2950.0,3235.0,4282.0,1222.1356989576334,0
2016-02-15,2016-02-15,4951,3652,3039,613,3532,0.0308,12.9,0.4359,0,0,2,4905.0,4918.0,4303.142857142857,1196.2578357209645,0
2016-02-16,2016-02-16,5495,4000,3304,696,3081,0.0728,5.3,0.2795,1,0,2,5353.0,5127.0,4309.714285714285,1200.2347984576052,0
2016-02-17,2016-02-17,5505,4062,3375,687,4004,0.0438,12.0,0.323,2,0,2,5492.0,4794.0,4330.0,1221.812724329441,0
2016-02-18,2016-02-18,5188,3812,3156,656,3742,0.0481,8.5,0.3508,3,0,2,5052.0,4788.0,4331.857142857143,1223.8814523979872,0
2016-02-19,2016-02-19,4002,2932,2377,555,2326,0.0348,12.9,0.4095,4,0,2,3764.0,3948.0,4351.285714285715,1238.2142671721115,0
2016-02-20,2016-02-20,2607,1888,1537,351,1736,0.0395,9.7,0.3953,5,1,2,2458.0,2383.0,4385.285714285715,1222.5691138317034,0
2016-02-21,2016-02-21,3906,2838,2355,483,2655,0.061,5.8,0.3768,6,1,2,3098.0,2950.0,4406.571428571428,1184.1135724164938,0
2016-02-22,2016-02-22,6360,4432,3684,748,4199,0.0694,4.9,0.2899,0,0,2,4951.0,4905.0,4522.0,1069.088084927212,0
2016-02-23,2016-02-23,6046,4460,3714,746,4184,0.033,10.2,0.2923,1,0,2,5495.0,5353.0,4723.285714285715,1275.9498049539052,0
2016-02-24,2016-02-24,5938,4309,3499,810,4553,0.0315,10.9,0.354,2,0,2,5505.0,5492.0,4802.0,1346.5354308991173,0
2016-02-25,2016-02-25,5325,3892,3199,693,4018,0.041,7.7,0.2921,3,0,2,5188.0,5052.0,4863.857142857143,1393.3442298503082,0
2016-02-26,2016-02-26,4165,3048,2490,558,2313,0.0294,13.0,0.3394,4,0,2,4002.0,3764.0,4883.428571428572,1399.604212761936,0
2016-02-27,2016-02-27,2829,2096,1726,370,2226,0.045,6.8,0.3969,5,1,2,2607.0,2458.0,4906.714285714285,1383.7617466271345,0
2016-02-28,2016-02-28,4090,2979,2462,517,3321,0.0359,10.9,0.3219,6,1,2,3906.0,3098.0,4938.428571428572,1323.5022802074398,0
2016-02-29,2016-02-29,5734,4224,3493,731,4004,0.0555,6.5,0.4088,0,0,2,6360.0,4951.0,4964.714285714285,1301.2196476493039,0
2016-03-01,2016-03-01,6214,4474,3731,743,4595,0.0474,7.9,0.3877,1,0,3,6046.0,5495.0,4875.285714285715,1207.4788768733156,0
2016-03-02,2016-03-02,5906,4333,3597,736,4765,0.0342,10.3,0.277,2,0,3,5938.0,5505.0,4899.285714285715,1235.960047127432,0
2016-03-03,2016-03-03,5814,4191,3419,772,4310,0.0643,7.5,0.3041,3,0,3,5325.0,5188.0,4894.714285714285,1231.5290921297435,0
2016-03-04,2016-03-04,4507,3188,2624,564,3158,0.0456,9.7,0.2638,4,0,3,4165.0,4002.0,4964.571428571428,1273.1695170116295,0
2016-03-05,2016-03-05,2859,2064,1718,346,2414,0.0202,14.9,0.3441,5,1,3,2829.0,2607.0,5013.428571428572,1243.5910175968731,0
2016-03-06,2016-03-06,3897,2806,2326,480,2723,0.0407,9.5,0.3955,6,1,3,4090.0,3906.0,5017.714285714285,1234.8290994149402,0
2016-03-07,2016-03-07,5849,4240,3503,737,3933,0.0274,12.7,0.3249,0,0,3,5734.0,6360.0,4990.142857142857,1260.8755461413114,0
2016-03-08,2016-03-08,6264,4526,3743,783,4050,0.0506,6.5,0.3559,1,0,3,6214.0,6046.0,5006.571428571428,1272.8750733598956,0
2016-03-09,2016-03-09,6062,4404,3624,780,4686,0.0263,11.6,0.2772,2,0,3,5906.0,5938.0,5013.714285714285,1280.894962423505,0
2016-03-10,2016-03-10,5685,4159,3415,744,3490,0.029,14.6,0.3763,3,0,3,5814.0,5325.0,5036.0,1300.2181868184052,0
2016-03-11,2016-03-11,4391,3241,2627,614,3597,0.0963,3.4,0.3359,4,0,3,4507.0,4165.0,5017.571428571428,1288.2121793585195,0
2016-03-12,2016-03-12,2880,2046,1638,408,2210,0.0448,9.4,0.3764,5,1,3,2859.0,2829.0,5001.0,1296.5936140518381,0
2016-03-13,2016-03-13,3740,2673,2163,510,2004,0.0346,13.1,0.3622,6,1,3,3897.0,4090.0,5004.0,1290.8229932876186,0
2016-03-14,2016-03-14,5710,4261,3469,792,3981,0.0461,9.6,0.2915,0,0,3,5849.0,5734.0,4981.571428571428,1314.4117641417747,0
2016-03-15,2016-03-15,5168,3778,3047,731,2645,0.0285,11.7,0.3025,1,0,3,6264.0,6214.0,4961.714285714285,1300.0952162932442,0
2016-03-16,2016-03-16,5577,4062,3287,775,3998,0.0461,8.5,0.3845,2,0,3,6062.0,5906.0,4805.142857142857,1177.319615138761,0
2016-03-17,2016-03-17,5238,3827,3134,693,3884,0.0384,10.8,0.3652,3,0,3,5685.0,5814.0,4735.857142857143,1102.947479645856,0
2016-03-18,2016-03-18,3931,2871,2320,551,2450,0.0329,10.8,0.4067,4,0,3,4391.0,4507.0,4672.0,1050.5308182057308,0
2016-03-19,2016-03-19,2606,1892,1568,324,1883,0.0215,15.6,0.3923,5,1,3,2880.0,2859.0,4606.285714285715,1084.8641565169528,0
2016-03-20,2016-03-20,3149,2410,2028,382,2965,0.0389,12.5,0.3786,6,1,3,3740.0,3897.0,4567.142857142857,1159.8805151927547,0
2016-03-21,2016-03-21,5565,3968,3274,694,3538,0.035,11.3,0.2746,0,0,3,5710.0,5849.0,4482.714285714285,1248.2656921085502,0
2016-03-22,2016-03-22,5281,3770,3035,735,3134,0.0439,9.2,0.3373,1,0,3,5168.0,6264.0,4462.0,1225.5007139940797,0
2016-03-23,2016-03-23,5202,3780,3146,634,4099,0.0374,9.0,0.3481,2,0,3,5577.0,6062.0,4478.142857142857,1237.0403427228268,0
2016-03-24,2016-03-24,4581,3203,2649,554,3891,0.0335,9.5,0.4362,3,0,3,5238.0,5685.0,4424.571428571428,1188.6971659682508,0
2016-03-25,2016-03-25,3264,2281,1847,434,2259,0.0274,12.8,0.3995,4,0,3,3931.0,4391.0,4330.714285714285,1138.6501824947095,0
2016-03-26,2016-03-26,2344,1759,1393,366,2069,0.0343,10.9,0.4448,5,1,3,2606.0,2880.0,4235.428571428572,1203.7232319132231,0
2016-03-27,2016-03-27,3112,2311,1890,421,2696,0.0254,12.6,0.3976,6,1,3,3149.0,3740.0,4198.0,1265.329733047212,0
2016-03-28,2016-03-28,5051,3655,2985,670,3112,0.0235,16.9,0.3219,0,0,3,5565.0,5710.0,4192.714285714285,1270.508784475167,0
2016-03-29,2016-03-29,5333,3944,3217,727,3397,0.0212,13.1,0.3526,1,0,3,5281.0,5168.0,4119.285714285715,1190.3010423538096,0
2016-03-30,2016-03-30,5671,4078,3369,709,4301,0.0351,9.2,0.3535,2,0,3,5202.0,5577.0,4126.714285714285,1198.8908366049147,0
2016-03-31,2016-03-31,5097,3707,3026,681,4113,0.0309,14.2,0.3121,3,0,3,4581.0,5238.0,4193.714285714285,1279.4003431667638,0
2016-04-01,2016-04-01,4555,2971,2408,563,3315,0.0422,9.6,0.341,4,0,4,3264.0,3931.0,4267.428571428572,1319.6647121071885,0
2016-04-02,2016-04-02,2987,2129,1737,392,1727,0.0617,5.6,0.3662,5,1,4,2344.0,2606.0,4451.857142857143,1244.1075018624697,0
2016-04-03,2016-04-03,4257,2964,2421,543,3692,0.0411,8.0,0.4257,6,1,4,3112.0,3149.0,4543.714285714285,1074.748143254303,0
2016-04-04,2016-04-04,5804,4216,3426,790,3682,0.0724,4.5,0.2573,0,0,4,5051.0,5565.0,4707.285714285715,892.1520263358934,0
2016-04-05,2016-04-05,5885,4379,3597,782,3813,0.0397,9.0,0.3907,1,0,4,5333.0,5281.0,4814.857142857143,981.432019817885,0
2016-04-06,2016-04-06,6054,4293,3522,771,4193,0.0407,10.1,0.3012,2,0,4,5671.0,5202.0,4893.714285714285,1049.7981892226921,0
2016-04-07,2016-04-07,5791,4147,3422,725,4508,0.0304,15.3,0.2864,3,0,4,5097.0,4581.0,4948.428571428572,1105.5610728106753,0
2016-04-08,2016-04-08,4741,3430,2820,610,3551,0.0301,11.8,0.4028,4,0,4,4555.0,3264.0,5047.571428571428,1151.277530563747,0
2016-04-09,2016-04-09,2946,2140,1740,400,2218,0.0286,11.1,0.405,5,1,4,2987.0,2344.0,5074.142857142857,1140.1064904314057,0
2016-04-10,2016-04-10,4071,2864,2330,534,2963,0.0298,13.7,0.4135,6,1,4,4257.0,3112.0,5068.285714285715,1152.6522624344452,0
2016-04-11,2016-04-11,6265,4503,3667,836,4209,0.1012,3.2,0.3698,0,0,4,5804.0,5051.0,5041.714285714285,1176.371216111328,0
2016-04-12,2016-04-12,6298,4626,3769,857,4436,0.0332,10.6,0.4209,1,0,4,5885.0,5333.0,5107.571428571428,1237.4761758168493,0
2016-04-13,2016-04-13,6495,4628,3791,837,3328,0.0384,12.1,0.3573,2,0,4,6054.0,5671.0,5166.571428571428,1289.4728712595293,0
2016-04-14,2016-04-14,5536,4189,3431,758,3603,0.0658,5.8,0.339,3,0,4,5791.0,5097.0,5229.571428571428,1349.4351728461413,0
2016-04-15,2016-04-15,4737,3447,2785,662,3303,0.0282,14.3,0.3686,4,0,4,4741.0,4555.0,5193.142857142857,1335.1191493110837,0
2016-04-16,2016-04-16,3232,2333,1862,471,1776,0.0241,12.7,0.4227,5,1,4,2946.0,2987.0,5192.571428571428,1335.345755118986,0
2016-04-17,2016-04-17,4201,3093,2504,589,3016,0.0395,9.8,0.3289,6,1,4,4071.0,4257.0,5233.428571428572,1257.2431291179505,0
2016-04-18,2016-04-18,6806,4769,3920,849,4458,0.0386,11.5,0.3042,0,0,4,6265.0,5804.0,5252.0,1238.0236939035847,0
2016-04-19,2016-04-19,6769,4817,3940,877,5219,0.0222,16.5,0.3187,1,0,4,6298.0,5885.0,5329.285714285715,1325.591152943439,0
2016-04-20,2016-04-20,6581,4824,3926,898,5024,0.0435,10.3,0.2475,2,0,4,6495.0,6054.0,5396.571428571428,1393.1875749688666,0
2016-04-21,2016-04-21,6254,4537,3707,830,3998,0.042,10.7,0.3429,3,0,4,5536.0,5791.0,5408.857142857143,1404.8190190165026,0
2016-04-22,2016-04-22,5163,3685,3009,676,3421,0.0494,9.1,0.2726,4,0,4,4737.0,4741.0,5511.428571428572,1441.385543744039,0
2016-04-23,2016-04-23,3851,2595,2113,482,2606,0.0443,8.7,0.3669,5,1,4,3232.0,2946.0,5572.285714285715,1411.9307955521706,0
2016-04-24,2016-04-24,4695,3386,2761,625,2999,0.0322,13.3,0.3904,6,1,4,4201.0,4071.0,5660.714285714285,1251.1622216011478,0
2016-04-25,2016-04-25,7098,5224,4237,987,4806,0.0605,6.8,0.3081,0,0,4,6806.0,6265.0,5731.285714285715,1166.148748986132,0
2016-04-26,2016-04-26,7156,5392,4468,924,4463,0.0414,9.6,0.3954,1,0,4,6769.0,6298.0,5773.0,1215.1909315000735,0
2016-04-27,2016-04-27,6836,5056,4130,926,4107,0.0431,8.1,0.2709,2,0,4,6581.0,6495.0,5828.285714285715,1275.369974332385,0
2016-04-28,2016-04-28,6329,4724,3892,832,4482,0.0316,11.3,0.385,3,0,4,6254.0,5536.0,5864.714285714285,1303.7785745396297,0
2016-04-29,2016-04-29,4990,3608,2922,686,3622,0.0342,11.6,0.3793,4,0,4,5163.0,4737.0,5875.428571428572,1307.8127869516734,0
2016-04-30,2016-04-30,3536,2489,1993,496,2111,0.0204,14.6,0.2982,5,1,4,3851.0,3232.0,5850.714285714285,1325.0408439347277,0
2016-05-01,2016-05-01,4366,3236,2605,631,3326,0.0392,9.4,0.4696,6,1,5,4695.0,4201.0,5805.714285714285,1407.081461072974,0
2016-05-02,2016-05-02,6510,4786,3909,877,4097,0.0474,8.9,0.3317,0,0,5,7098.0,6806.0,5758.714285714285,1455.0428074213444,0
2016-05-03,2016-05-03,6855,4962,4085,877,4673,0.0439,6.6,0.2945,1,0,5,7156.0,6769.0,5674.714285714285,1379.8701284644821,0
2016-05-04,2016-05-04,6599,4651,3744,907,4735,0.0519,8.4,0.2758,2,0,5,6836.0,6581.0,5631.714285714285,1329.797818502968,0
2016-05-05,2016-05-05,5510,4105,3375,730,3692,0.0389,11.5,0.3367,3,0,5,6329.0,6254.0,5597.857142857143,1296.6294033083716,0
2016-05-06,2016-05-06,4549,3245,2639,606,3267,0.0271,13.2,0.3515,4,0,5,4990.0,5163.0,5480.857142857143,1255.9732519141571,0
2016-05-07,2016-05-07,3064,2167,1760,407,1922,0.0447,8.9,0.378,5,1,5,3536.0,3851.0,5417.857142857143,1295.1477944712803,0
2016-05-08,2016-05-08,3633,2663,2180,483,2417,0.0277,14.1,0.3551,6,1,5,4366.0,4695.0,5350.428571428572,1416.090728866256,0
2016-05-09,2016-05-09,5838,4283,3489,794,3834,0.0335,14.3,0.3679,0,0,5,6510.0,7098.0,5245.714285714285,1524.0069678630898,0
2016-05-10,2016-05-10,6026,4336,3581,755,3739,0.0387,11.3,0.324,1,0,5,6855.0,7156.0,5149.714285714285,1450.4858627698677,0
2016-05-11,2016-05-11,5780,4226,3479,747,3808,0.0179,15.9,0.2636,2,0,5,6599.0,6836.0,5031.285714285715,1315.621236562882,0
2016-05-12,2016-05-12,5131,3781,3101,680,2841,0.0481,8.2,0.344,3,0,5,5510.0,6329.0,4914.285714285715,1182.6648883328046,0
2016-05-13,2016-05-13,3928,2845,2294,551,2489,0.0485,7.4,0.2671,4,0,5,4549.0,4990.0,4860.142857142857,1159.2919431807572,0
2016-05-14,2016-05-14,2636,1930,1552,378,1739,0.0553,6.6,0.3931,5,1,5,3064.0,3536.0,4771.428571428572,1209.7338353460061,0
2016-05-15,2016-05-15,3278,2366,1922,444,2164,0.0208,16.2,0.3313,6,1,5,3633.0,4366.0,4710.285714285715,1316.5174659286686,0
2016-05-16,2016-05-16,4785,3560,2882,678,3141,0.0392,12.7,0.3607,0,0,5,5838.0,6510.0,4659.571428571428,1370.6570026989332,0
2016-05-17,2016-05-17,4886,3601,2914,687,3278,0.0413,10.5,0.4066,1,0,5,6026.0,6855.0,4509.142857142857,1274.1559858158964,0
2016-05-18,2016-05-18,5145,3672,2987,685,3662,0.0299,11.4,0.3111,2,0,5,5780.0,6599.0,4346.285714285715,1110.2814529487132,0
2016-05-19,2016-05-19,5849,4211,3484,727,4273,0.0475,6.7,0.3852,3,0,5,5131.0,5510.0,4255.571428571428,993.4077472925969,0
2016-05-20,2016-05-20,4456,3324,2725,599,2766,0.0199,18.4,0.3401,4,0,5,3928.0,4549.0,4358.142857142857,1126.953626459615,0
2016-05-21,2016-05-21,2960,2138,1716,422,1580,0.0338,12.2,0.4466,5,1,5,2636.0,3064.0,4433.571428571428,1110.9210678745908,0
2016-05-22,2016-05-22,3885,2860,2338,522,2241,0.0342,11.6,0.3494,6,1,5,3278.0,3633.0,4479.857142857143,1027.1341081818277,0
2016-05-23,2016-05-23,5857,4155,3368,787,3734,0.0376,12.3,0.3074,0,0,5,4785.0,5838.0,4566.571428571428,929.7657154973446,0
2016-05-24,2016-05-24,6162,4345,3526,819,3984,0.0375,11.4,0.3664,1,0,5,4886.0,6026.0,4719.714285714285,1051.9910827070935,0
2016-05-25,2016-05-25,6014,4254,3398,856,3722,0.0404,10.7,0.3222,2,0,5,5145.0,5780.0,4902.0,1187.4378580231778,0
2016-05-26,2016-05-26,5652,4119,3385,734,3278,0.0489,7.8,0.3097,3,0,5,5849.0,5131.0,5026.142857142857,1260.2689433306753,0
2016-05-27,2016-05-27,4793,3340,2692,648,3060,0.0246,12.2,0.3344,4,0,5,4456.0,3928.0,4998.0,1240.8818101119355,0
2016-05-28,2016-05-28,2819,1995,1611,384,2043,0.0217,17.6,0.3747,5,1,5,2960.0,2636.0,5046.142857142857,1222.7539175390732,0
2016-05-29,2016-05-29,3687,2546,2067,479,2768,0.0308,15.5,0.4215,6,1,5,3885.0,3278.0,5026.0,1263.3352682483014,0
2016-05-30,2016-05-30,4851,3399,2701,698,3057,0.0251,15.6,0.2742,0,0,5,5857.0,4785.0,4997.714285714285,1294.9604516851387,0
2016-05-31,2016-05-31,5775,4216,3413,803,3711,0.0458,8.6,0.3436,1,0,5,6162.0,4886.0,4854.0,1238.2859120574724,0
2016-06-01,2016-06-01,5443,3962,3193,769,3291,0.0479,7.4,0.372,2,0,6,6014.0,5145.0,4798.714285714285,1177.2916254813747,0
2016-06-02,2016-06-02,5590,3959,3176,783,3744,0.033,9.9,0.3527,3,0,6,5652.0,5849.0,4717.142857142857,1096.0307825013317,0
2016-06-03,2016-06-03,4482,3164,2489,675,2703,0.0338,11.1,0.411,4,0,6,4793.0,4456.0,4708.285714285715,1087.433785614206,0
2016-06-04,2016-06-04,2792,1947,1533,414,2182,0.0275,15.2,0.3738,5,1,6,2819.0,2960.0,4663.857142857143,1089.7465192376073,0
2016-06-05,2016-06-05,3371,2449,1979,470,1612,0.0532,6.4,0.3627,6,1,6,3687.0,3885.0,4660.0,1097.3856812139195,0
2016-06-06,2016-06-06,5547,3832,3036,796,3585,0.025,15.0,0.3695,0,0,6,4851.0,5857.0,4614.857142857143,1149.35190847878,0
2016-06-07,2016-06-07,5468,3954,3226,728,3798,0.0334,9.9,0.3503,1,0,6,5775.0,6162.0,4714.285714285715,1202.0803792156507,0
2016-06-08,2016-06-08,5104,3751,3064,687,3517,0.0459,9.3,0.3344,2,0,6,5443.0,6014.0,4670.428571428572,1161.858404617773,0
2016-06-09,2016-06-09,4728,3485,2812,673,4278,0.0463,7.7,0.3758,3,0,6,5590.0,5652.0,4622.0,1130.9428220147431,0
2016-06-10,2016-06-10,4024,2855,2290,565,2887,0.0662,6.1,0.3361,4,0,6,4482.0,4793.0,4498.857142857143,1052.1607020114116,0
2016-06-11,2016-06-11,2350,1677,1348,329,1267,0.0343,14.7,0.357,5,1,6,2792.0,2819.0,4433.428571428572,1067.5120385180467,0
2016-06-12,2016-06-12,3234,2196,1779,417,2200,0.0319,11.9,0.3502,6,1,6,3371.0,3687.0,4370.285714285715,1187.1513122156086,0
2016-06-13,2016-06-13,4948,3550,2790,760,2632,0.0491,6.7,0.4075,0,0,6,5547.0,4851.0,4350.714285714285,1207.329106510969,0
2016-06-14,2016-06-14,5247,3760,3052,708,3503,0.0452,6.5,0.2171,1,0,6,5468.0,5775.0,4265.142857142857,1126.9616125629475,0
2016-06-15,2016-06-15,5003,3557,2810,747,3045,0.0318,9.6,0.3677,2,0,6,5104.0,5443.0,4233.571428571428,1090.1418649489103,0
2016-06-16,2016-06-16,4816,3482,2775,707,3624,0.0182,15.8,0.3551,3,0,6,4728.0,5590.0,4219.142857142857,1077.2938980877714,0
2016-06-17,2016-06-17,4208,2818,2267,551,2646,0.0437,10.3,0.292,4,0,6,4024.0,4482.0,4231.714285714285,1084.7095946666589,0
2016-06-18,2016-06-18,2454,1668,1357,311,1689,0.0495,7.5,0.3934,5,1,6,2350.0,2792.0,4258.0,1081.060436176752,0
2016-06-19,2016-06-19,2763,1919,1506,413,1680,0.0361,11.2,0.3967,6,1,6,3234.0,3371.0,4272.857142857143,1050.7582069742841,0
2016-06-20,2016-06-20,4954,3522,2829,693,4042,0.0274,9.8,0.3762,0,0,6,4948.0,5547.0,4205.571428571428,1139.6863394728198,0
2016-06-21,2016-06-21,4903,3470,2793,677,3185,0.1255,2.5,0.2443,1,0,6,5247.0,5468.0,4206.428571428572,1140.3398407408886,0
2016-06-22,2016-06-22,4907,3464,2772,692,4049,0.0406,10.5,0.4085,2,0,6,5003.0,5104.0,4157.285714285715,1094.5141561876853,0
2016-06-23,2016-06-23,4625,3336,2669,667,3460,0.0389,10.1,0.3257,3,0,6,4816.0,4728.0,4143.571428571428,1082.688760623733,0
2016-06-24,2016-06-24,3497,2482,1947,535,2600,0.0279,13.6,0.3969,4,0,6,4208.0,4024.0,4116.285714285715,1065.1831946173581,0
2016-06-25,2016-06-25,1826,1358,1101,257,1478,0.025,18.1,0.4182,5,1,6,2454.0,2350.0,4014.714285714286,1088.6212555775496,0
2016-06-26,2016-06-26,2307,1721,1356,365,1798,0.0335,15.6,0.3466,6,1,6,2763.0,3234.0,3925.0,1252.2564966225311,0
2016-06-27,2016-06-27,4368,3078,2433,645,2198,0.036,10.2,0.3858,0,0,6,4954.0,4948.0,3859.8571428571427,1332.0943946246744,0
2016-06-28,2016-06-28,4233,3091,2466,625,2770,0.0481,7.7,0.3446,1,0,6,4903.0,5247.0,3776.1428571428573,1268.782674925252,0
2016-06-29,2016-06-29,4187,2948,2377,571,3190,0.0223,18.9,0.2762,2,0,6,4907.0,5003.0,3680.4285714285716,1192.5909968276158,0
2016-06-30,2016-06-30,3811,2726,2135,591,2590,0.0453,11.5,0.4129,3,0,6,4625.0,4816.0,3577.5714285714284,1096.336301375762,0
2016-07-01,2016-07-01,3179,2226,1730,496,1641,0.0223,11.7,0.3408,4,0,7,3497.0,4208.0,3461.285714285714,1006.1846607002966,0
2016-07-02,2016-07-02,1615,1039,814,225,1174,0.0343,12.5,0.3554,5,1,7,1826.0,2454.0,3415.8571428571427,1011.4683103573449,0
2016-07-03,2016-07-03,1788,1307,1028,279,1988,0.029,13.1,0.3719,6,1,7,2307.0,2763.0,3385.714285714286,1068.2922063252345,0
2016-07-04,2016-07-04,2959,2144,1653,491,2560,0.0364,11.4,0.3861,0,0,7,4368.0,4954.0,3311.5714285714284,1168.9080170744621,0
2016-07-05,2016-07-05,3947,2840,2235,605,2673,0.0363,9.5,0.3613,1,0,7,4233.0,4903.0,3110.285714285714,1074.145352405919,0
2016-07-06,2016-07-06,3841,2821,2248,573,3010,0.0389,9.6,0.3873,2,0,7,4187.0,4907.0,3069.4285714285716,1028.8057570378792,0
2016-07-07,2016-07-07,3729,2700,2148,552,2410,0.0374,11.3,0.3114,3,0,7,3811.0,4625.0,3020.0,972.9595743571936,0
2016-07-08,2016-07-08,3324,2381,1891,490,1615,0.0537,9.9,0.3404,4,0,7,3179.0,3497.0,3008.285714285714,962.283865652561,0
2016-07-09,2016-07-09,1795,1305,1036,269,941,0.0408,10.3,0.3836,5,1,7,1615.0,1826.0,3029.0,968.1141461625267,0
2016-07-10,2016-07-10,2373,1655,1321,334,2308,0.0267,12.5,0.4592,6,1,7,1788.0,2307.0,3054.714285714286,925.7610768597746,0
2016-07-11,2016-07-11,4101,2855,2208,647,2687,0.0343,10.4,0.3572,0,0,7,2959.0,4368.0,3138.285714285714,811.7349145063121,0
2016-07-12,2016-07-12,4241,2960,2352,608,2790,0.023,15.6,0.4046,1,0,7,3947.0,4233.0,3301.4285714285716,881.4616378763275,0
2016-07-13,2016-07-13,4478,3189,2578,611,2920,0.1098,2.8,0.3591,2,0,7,3841.0,4187.0,3343.4285714285716,923.3572542887276,0
2016-07-14,2016-07-14,3961,2814,2214,600,3468,0.0254,14.5,0.3437,3,0,7,3729.0,3811.0,3434.4285714285716,1008.0707410929148,0
2016-07-15,2016-07-15,3367,2325,1796,529,2974,0.0293,15.4,0.3602,4,0,7,3324.0,3179.0,3467.5714285714284,1023.0718217119226,0
2016-07-16,2016-07-16,1828,1222,951,271,2219,0.0526,6.1,0.381,5,1,7,1795.0,1615.0,3473.714285714286,1022.1948141598242,0
2016-07-17,2016-07-17,2344,1636,1319,317,1601,0.0396,11.1,0.4067,6,1,7,2373.0,1788.0,3478.4285714285716,1013.1988710914318,0
2016-07-18,2016-07-18,4415,3007,2382,625,3117,0.0409,9.8,0.4145,0,0,7,4101.0,2959.0,3474.285714285714,1018.5175034145972,0
2016-07-19,2016-07-19,4403,3151,2502,649,2385,0.0505,6.7,0.3731,1,0,7,4241.0,3947.0,3519.1428571428573,1056.9101867505783,0
2016-07-20,2016-07-20,4244,3082,2450,632,3480,0.0421,8.7,0.4088,2,0,7,4478.0,3841.0,3542.285714285714,1076.9348037038135,0
2016-07-21,2016-07-21,4322,3077,2404,673,2472,0.0563,7.6,0.3199,3,0,7,3961.0,3729.0,3508.8571428571427,1046.2433478197806,0
2016-07-22,2016-07-22,3456,2431,1936,495,2468,0.0273,16.8,0.3523,4,0,7,3367.0,3324.0,3560.4285714285716,1080.5786809456708,0
2016-07-23,2016-07-23,2068,1407,1099,308,1048,0.026,15.2,0.3556,5,1,7,1828.0,1795.0,3573.1428571428573,1078.444934241186,0
2016-07-24,2016-07-24,2568,1755,1374,381,1573,0.0237,15.9,0.3923,6,1,7,2344.0,2373.0,3607.4285714285716,1015.7069553013897,0
2016-07-25,2016-07-25,4770,3320,2628,692,2893,0.0302,13.0,0.3395,0,0,7,4415.0,4101.0,3639.4285714285716,971.8501011203422,0
2016-07-26,2016-07-26,4621,3277,2595,682,2889,0.047,7.4,0.3857,1,0,7,4403.0,4241.0,3690.1428571428573,1026.777552762595,0
2016-07-27,2016-07-27,4470,3164,2513,651,2819,0.0298,9.3,0.3196,2,0,7,4244.0,4478.0,3721.285714285714,1054.9228588362464,0
2016-07-28,2016-07-28,4307,3077,2459,618,2710,0.0411,12.5,0.3613,3,0,7,4322.0,3961.0,3753.5714285714284,1076.817820732746,0
2016-07-29,2016-07-29,3370,2366,1818,548,2659,0.048,7.8,0.3983,4,0,7,3456.0,3367.0,3751.4285714285716,1075.512258901599,0
2016-07-30,2016-07-30,1960,1341,1017,324,975,0.029,14.5,0.302,5,1,7,2068.0,1828.0,3739.1428571428573,1079.9315454495918,0
2016-07-31,2016-07-31,2412,1765,1423,342,1796,0.0333,11.4,0.4679,6,1,7,2568.0,2344.0,3723.714285714286,1108.1875163656068,0
2016-08-01,2016-08-01,4504,3095,2489,606,3544,0.0348,9.8,0.3457,0,0,8,4770.0,4415.0,3701.4285714285716,1136.5092545660534,0
2016-08-02,2016-08-02,4382,3138,2499,639,2773,0.0287,13.1,0.2759,1,0,8,4621.0,4403.0,3663.4285714285716,1098.6421706122605,0
2016-08-03,2016-08-03,4710,3369,2697,672,2902,0.0238,12.1,0.3614,2,0,8,4470.0,4244.0,3629.285714285714,1067.1870679947533,0
2016-08-04,2016-08-04,4324,3106,2479,627,2848,0.0495,9.9,0.3607,3,0,8,4307.0,4322.0,3663.5714285714284,1101.986366694685,0
2016-08-05,2016-08-05,3472,2497,1980,517,2863,0.02,15.0,0.3657,4,0,8,3370.0,3456.0,3666.0,1103.658159637002,0
2016-08-06,2016-08-06,1909,1339,1081,258,1462,0.036,9.1,0.4275,5,1,8,1960.0,2068.0,3680.5714285714284,1099.7652563377421,0
2016-08-07,2016-08-07,2365,1688,1334,354,1465,0.0257,14.0,0.4123,6,1,8,2412.0,2568.0,3673.285714285714,1113.1508903836468,0
2016-08-08,2016-08-08,4460,3056,2438,618,3222,0.0369,12.7,0.3699,0,0,8,4504.0,4770.0,3666.5714285714284,1122.1321753909472,0
2016-08-09,2016-08-09,4479,3135,2482,653,2600,0.0378,10.0,0.3759,1,0,8,4382.0,4621.0,3660.285714285714,1116.7698530860803,0
2016-08-10,2016-08-10,4510,3207,2550,657,3333,0.0261,11.9,0.3529,2,0,8,4710.0,4470.0,3674.1428571428573,1127.76525757379,0
